linha_transmissao,Tensao,concessionaria,Extensao,ano_operacao,extensao_km
"LT 230 kV Caxias - Farroupilha, C2",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,21.29655074,2002,0.204437190363687
"LT 230 kV Caxias - Farroupilha, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,21.27883576,2002,0.204250941092871
"LT 230 kV Garibaldi 1 - Farroupilha, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,21.23299349,2000,0.213856580588061
"LT 230 kV Gravataí 2 - Viamão 3, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,20.52960622,2016,0.19368838347176
"LT 230 kV Biguaçu - Palhoça, C1",230,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,20.38482523,2008,0.141358554487084
"LT 230 kV Povo Novo - Quinta, C1",230,TSBE - Transmissora Sul Brasileira de Energia S A,19.50575059,2014,0.18306217040567
"LT 230 kV Caxias - Caxias 6, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,19.34736766,2012,0.18332849456779
"LT 230 kV Gravataí 2 - Porto Alegre 8, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,18.03489523,2008,0.170800204843289
"LT 230 kV Farroupilha - Caxias do Sul 5, C1",230,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,17.84712846,2005,0.173399355546333
"LT 230 kV Guaíba 2 - Guaíba 3, C2 (CD)",230,CHIMARRÃO - CHIMARRÃO TRANSMISSORA DE ENERGIA S.A.,17.54815128,2022,0.175402409806426
"LT 230 kV Guaíba 2 - Guaíba 3, C1 (CD)",230,CHIMARRÃO - CHIMARRÃO TRANSMISSORA DE ENERGIA S.A.,17.53787896,2022,0.175303761917233
"LT 230 kV Restinga - Viamão 3, C1",230,TESB - TRANSMISSORA DE ENERGIA SUL BRASIL,17.1563661,2018,0.167426027091039
"LT 230 kV Monte Claro - UHE 14 de Julho, C1",230,,16.58828021,2008,0.164357543876932
"LT 230 kV Cidade Industrial - Porto Alegre 9, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,14.81425349,0,0.14325073821967
"LT 230 kV Eldorado do Sul - Guaíba 2, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,14.62357911,2018,0.136267740125717
"LT 230 kV Charqueadas 3 - Guaíba 3, C1",230,,14.08731901,2024,0.133297278450616
"LT 230 kV Cidade Industrial - Siderúrgica Riograndense, C1",230,"-",13.73894859,0,0.130324729925238
"LT 230 kV Cidade Industrial - Canoas 1, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,13.62647673,2017,0.133640188234484
"LT 230 kV Gravataí 2 - Gravataí 3, C2",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,13.12916371,2010,0.132813431537696
"LT 230 kV Gravataí 2 - Gravataí 3, C1",230,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,13.10179511,2007,0.132542665748151
"LT 230 kV Garibaldi 1 - Vinhedos, C1",230,CGT ELETROSUL - COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,12.77131742,2021,0.122696760461271
"LT 230 kV Cidade Industrial - Gravataí 2, C3",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,12.65057989,0,0.127466828322758
"LT 230 kV Cidade Industrial - Gravataí 2, C4",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,12.64807275,0,0.127438754723097
"LT 230 kV Gravataí 3 - Complexo Industrial Automotivo de Gravataí, C1",230,"-",11.6162755,0,0.109952575794577
"LT 230 kV Lajeado 2 - Lajeado III, C1",230,SE VINEYARDS - SE VINEYARDS TRANSMISSAO DE ENERGIA S.A.,11.25091653,2020,0.110743257731455
"LT 230 kV Livramento 2 - Rivera, C1",230,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,11.17869059,0,0.106485676528199
"LT 230 kV Pólo Petroquímico - Nova Santa Rita, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,11.14204194,2007,0.106820584932961
"LT 230 kV Porto Alegre 4 - Porto Alegre 9, C1",230,TPAE - Transmissora Porto Alegrense de Energia Ltda,11.01634157,2011,0.104624833121702
"LT 230 kV Porto Alegre 8 - Porto Alegre 9, C1",230,TRANSMISSORA DE ENERGIA SUL BRASIL S.A.,10.79734967,2023,0.105688026276757
"LT 230 kV Campos Novos - UHE Campos Novos, C2",230,ENERCAN - Campos Novos Energia S.A,10.77137151,2006,0.104319585373431
"LT 230 kV Campos Novos - UHE Campos Novos, C1",230,ENERCAN - Campos Novos Energia S.A,10.71395813,2006,0.103773831842732
"LT 230 kV Porto Alegre 13 - Restinga, C1",230,TESB - TRANSMISSORA DE ENERGIA SUL BRASIL S.A.,10.58480932,2022,0.10380587960573
"LT 230 kV Porto Alegre 6 - Porto Alegre 4, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,10.26015968,2002,0.102482823216823
"LT 230 kV Abdon Batista - UHE Garibaldi, C1",230,RIO CANOAS - RIO CANOAS ENERGIA SA,10.04338017,2015,0.0961954835446199
"LT 230 kV Porto Alegre 6 - Porto Alegre 13, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,9.64643271,0,0.096312165263003
"LT 230 kV Porto Alegre 6 - Viamão 3, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,8.83725343,2016,0.0892168352451218
"LT 230 kV UHE Castro Alves - Monte Claro, C1",230,,8.44513185,2008,0.0851307044886366
"LT 230 kV Cidade Industrial - Canoas 2, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,8.30533538,2002,0.0832981412809857
"LT 230 kV Cachoeirinha 3 - Cidade Industrial, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,7.71919552,2023,0.0795601333361669
"LT 230 kV Lagoa dos Barros - Osório 3, C1",230,VENTOS DO SUL - Ventos do Sul Energia S.A.,7.19371504,2023,0.0673337093539865
"LT 230 kV Guaíba 2 - CMPC Celulose, C1",230,"-",6.67890629,0,0.0668927667956044
"LT 230 kV Pólo Petroquímico - Masisa, C1",230,"-",6.29438846,0,0.0595001890301298
"LT 230 kV Siderópolis - Siderópolis 2, C2 (CD)",230,EDP ALIANCA - EDP TRANSMISSAO ALIANCA SC S.A.,6.02862323,2022,0.0564244626806234
"LT 230 kV Siderópolis - Siderópolis 2, C1 (CD)",230,EDP ALIANCA - EDP TRANSMISSAO ALIANCA SC S.A.,5.97699552,2022,0.0559672615034886
"LT 230 kV Cachoeirinha 3 - Canoas 2, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,5.76287242,2023,0.0567694628589085
"LT 230 kV Cerro Chato - Livramento 3, C1",230,SANTANA - SANT’ANA TRANSMISSORA DE ENERGIA ELÉTRICA S.A.,5.65050168,2022,0.0565649126552836
"LT 230 kV Candiota 2 - Presidente Médici, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,5.58537798,2022,0.0542950186683793
"LT 230 kV Santo Ângelo - Santo Ângelo 2, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,5.57870285,1999,0.0539913603283838
"LT 230 kV Jardim Botânico - Porto Alegre 10, C1",230,TESB - TRANSMISSORA DE ENERGIA SUL BRASIL,5.22102056,2019,0.0508960918307662
"LT 230 kV Uruguaiana 5 - UTE Uruguaiana, C1",230,AES URUGUAIANA - AES Uruguaiana Ltda.,5.11346296,2000,0.0471347255894128
"LT 230 kV Cachoeirinha 3 - Gravataí 2, C2",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,5.08191254,2023,0.0492918932901105
"LT 230 kV Cachoeirinha 3 - Gravataí 2, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,5.0539761,2023,0.049006637343573
"LT 230 kV Porto Alegre 1 - Porto Alegre 8, C1",230,CPFL SUL II - CPFL TRANSMISSÃO DE ENERGIA SUL II LTDA.,4.2590574,2022,0.0421493793698633
"LT 230 kV Castertech - Caxias 6, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,4.21116771,2012,0.0413712076987843
"LT 230 kV Porto Alegre 1 - Jardim Botânico, C1",230,CPFL SUL II - CPFL TRANSMISSÃO DE ENERGIA SUL II LTDA.,3.57231398,2022,0.0333351521135082
"LT 230 kV Porto Alegre 10 - Porto Alegre 4, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,3.5076474,2002,0.0354467456530065
"LT 230 kV Canoas 1 - Porto Alegre 9, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,3.4495504,2017,0.0325760172461466
"LT 230 kV Charqueadas 3 - Charqueadas, C2",230,,2.8222513,2024,0.0279905223533774
"LT 230 kV Charqueadas 3 - Charqueadas, C1",230,,2.78391332,2024,0.0276049324765621
"LT 230 kV Candiota - Presidente Médici, C1",230,ELETROBRAS - Centrais Elétricas Brasileiras S/A,2.7240387,2015,0.0267155064407778
"LT 230 kV UHE Barra Grande - Barra Grande, C3",230,BAESA - Baesa-Energética Barra Grande S.A,1.76017297,2005,0.0170128756575149
"LT 230 kV UHE Barra Grande - Barra Grande, C2",230,BAESA - Baesa-Energética Barra Grande S.A,1.69579142,2006,0.0163459371665545
"LT 230 kV Castertech - Caxias do Sul 2, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,1.69048904,2009,0.0164985979633732
"LT 230 kV UHE Barra Grande - Barra Grande, C1",230,BAESA - Baesa-Energética Barra Grande S.A,1.67508025,2006,0.0161336974206178
"LT 230 kV Maçambará - Maçambará 3, C1",230,TAESA - TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A,1.61601652,2022,0.0155678795232336
"LT 230 kV Maçambará - Maçambará 3, C2",230,,1.43873093,2023,0.0140244843435827
"LT 230 kV Osório 2 - Osório 3, C1",230,CPFL SUL II - CPFL TRANSMISSÃO DE ENERGIA SUL II LTDA.,1.28536361,2023,0.0116584387702607
"LT 230 kV UHE Monte Claro - Monte Claro, C1",230,,1.15361443,2004,0.0106811575376275
"LT 230 kV Jorge Lacerda A - Jorge Lacerda B, C2",230,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,0.99150565,2007,0.00929909796197192
"LT 230 kV Jorge Lacerda A - Jorge Lacerda B, C1",230,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,0.77322672,0,0.00726138307532583
"LT 230 kV UHE Campos Novos - UHE Campos Novos, C1",230,,0.64381632,0,0.0058490324730446
"LT 230 kV UHE Campos Novos - UHE Campos Novos, C2",230,,0.6189024,0,0.00560197593054359
"LT 230 kV UHE Campos Novos - UHE Campos Novos, C3",230,,0.6005096,0,0.00543021753606543
"LT 230 kV Jorge Lacerda B - UTE Jorge Lacerda C, C1",230,,0.52371524,1996,0.00502935195640913
"LT 230 kV Jorge Lacerda B - UTE Jorge Lacerda C, C2",230,,0.50906498,0,0.00489002201008661
"LT 230 kV UTE Candiota 3 - Presidente Médici, C1",230,CGT ELETROSUL,0.29427886,2011,0.00295122648083245
"LT 230 kV UTE Candiota 3 - Presidente Médici, C2",230,CGT ELETROSUL,0.26498689,2011,0.00267201081851451
"LT 230 kV Gravataí 2 - Gravataí, C2",230,CEEE-T - COMPANHIA ESTADUAL DE TRANSMISSÃO DE ENERGIA ELETRICA - CEEE-T,0.10675578,0,0.00104429888084302
"LT 230 kV Gravataí 2 - Gravataí, C3",230,CEEE-T - COMPANHIA ESTADUAL DE TRANSMISSÃO DE ENERGIA ELETRICA - CEEE-T,0.10466651,0,0.00102603106279522
"LT 230 kV Gravataí 2 - Gravataí, C1",230,CEEE-T - COMPANHIA ESTADUAL DE TRANSMISSÃO DE ENERGIA ELETRICA - CEEE-T,0.10434207,0,0.0010197097120809
"LT 230 kV Scharlau - Scharlau 2, C1",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,0.07594348,2015,0.000781579253885644
"LT 230 kV Scharlau - Scharlau 2, C2",230,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,0.07541322,2015,0.00077487652272735
"LT 230 kV Uruguaiana 5 - Conversora Uruguaiana, C1",230,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,0.06662981,0,0.000621295953383826
"LT 230 kV Nova Prata 2 - Vipal, C1",230,,0.05727762,0,0.000564322908310945
"LT 230 kV Jorge Lacerda B - UTE Jorge Lacerda B, C1",230,,0.05156018,1979,0.000495924344985578
"LT 230 kV Jorge Lacerda B - UTE Jorge Lacerda B, C2",230,,0.05015157,1979,0.000482348641005158
"LT 230 kV Jorge Lacerda B - UTE Jorge Lacerda B, C4",230,,0.04929756,1979,0.000467005075995717
"LT 230 kV Jorge Lacerda B - UTE Jorge Lacerda B, C3",230,,0.04877249,1979,0.000461891999802244
"LT 230 kV Jorge Lacerda A - UTE Jorge Lacerda, C2",230,,0.03542496,1974,0.000349196112780418
"LT 230 kV Jorge Lacerda A - UTE Jorge Lacerda, C1",230,,0.03475227,1973,0.000342571204772341
"LT 230 kV UTE Canoas - Canoas 2, C2",230,PETROBRAS - Petroleo Brasileiro S.A,0.02761037,2015,0.00028573571264817
"LT 230 kV UTE Canoas - Canoas 2, C1",230,PETROBRAS - Petroleo Brasileiro S.A,0.02448463,2002,0.000253438131163964
"LT 132 kV Conversora Uruguaiana - Paso de Los Libres, C1",132,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,16.27617757,0,0.158227827315456
